
    Sonde serial number                          	M4643053
    Sonde type                                   	RS92-SGP
    Release point longitude                      	73.83�E
    Release point latitude                       	19.90�N
    Release point height from sea level          	1151 m
    Balloon release date and time                	2022-03-28T14:31:19

   n HeightMSL  Temp     P RH Dir Speed  MRI
             m    �C    mb  %   �   m/s     
 545      3203  16.5 749.7 33 283   6.1  641
 546      3207  16.4 749.4 33 283   6.1  642
 547      3210  16.4 749.1 33 283   6.1  642
 548      3213  16.4 748.8 33 282   6.1  642
 549      3216  16.3 748.6 34 282   6.2  643
 550      3219  16.3 748.3 34 282   6.2  643
 551      3223  16.3 748.0 34 282   6.2  644
 552      3226  16.2 747.7 34 282   6.2  644
 553      3229  16.2 747.4 34 281   6.2  645
 554      3232  16.2 747.1 34 281   6.1  645
 555      3236  16.2 746.8 34 281   6.1  645
 556      3239  16.1 746.5 34 280   6.1  646
 557      3242  16.1 746.3 34 280   6.1  646
 558      3246  16.1 746.0 34 280   6.1  647
 559      3249  16.0 745.7 34 280   6.1  647
 560      3253  16.0 745.3 34 279   6.1  648
 561      3257  16.0 745.0 34 279   6.1  649
 562      3261  15.9 744.6 34 279   6.0  649
 563      3264  15.9 744.3 34 279   6.0  650
 564      3268  15.9 744.0 34 279   6.0  650
 565      3271  15.8 743.7 34 278   6.0  651
 566      3275  15.8 743.4 34 278   6.0  651
 567      3279  15.8 743.1 34 278   5.9  652
 568      3283  15.7 742.7 35 278   5.9  652
 569      3286  15.7 742.4 35 278   5.9  653
 570      3290  15.6 742.1 35 278   5.9  653
 571      3294  15.6 741.7 35 278   5.9  654
 572      3298  15.6 741.4 35 278   5.9  654
 573      3302  15.5 741.1 35 278   5.9  655
 574      3305  15.5 740.8 35 278   5.8  655
 575      3308  15.5 740.5 35 278   5.8  656
 576      3312  15.4 740.2 35 279   5.8  656
 577      3316  15.4 739.8 35 279   5.8  657
 578      3319  15.4 739.5 35 279   5.8  657
 579      3323  15.3 739.2 35 279   5.8  658
 580      3326  15.3 738.9 35 279   5.8  658
 581      3330  15.3 738.6 35 279   5.8  659
 582      3333  15.2 738.3 36 279   5.8  659
 583      3337  15.2 738.0 36 279   5.8  660
 584      3340  15.2 737.7 36 279   5.8  660
 585      3344  15.1 737.4 36 280   5.8  661
 586      3347  15.1 737.1 36 280   5.8  661
 587      3351  15.1 736.8 35 280   5.8  661
 588      3354  15.0 736.5 35 280   5.8  661
 589      3357  15.0 736.2 35 280   5.8  662
 590      3361  15.0 735.9 35 280   5.8  662
 591      3364  14.9 735.6 35 280   5.8  662
 592      3368  14.9 735.3 35 279   5.8  663
 593      3371  14.8 735.0 35 279   5.8  664
 594      3375  14.8 734.7 36 279   5.8  664
 595      3378  14.8 734.4 36 279   5.8  665
 596      3381  14.8 734.1 36 279   5.8  665
 597      3385  14.7 733.8 36 279   5.8  666
 598      3388  14.7 733.5 36 279   5.8  666
 599      3392  14.7 733.2 36 279   5.8  667
 600      3396  14.6 732.9 36 279   5.8  667
 601      3400  14.6 732.5 36 279   5.8  668
 602      3403  14.6 732.2 36 278   5.8  668
 603      3407  14.5 731.9 36 278   5.8  669
 604      3411  14.5 731.5 36 278   5.7  669
 605      3415  14.4 731.2 36 278   5.7  670
 606      3419  14.4 730.9 36 278   5.7  671
 607      3423  14.4 730.5 36 278   5.7  671
 608      3427  14.4 730.2 36 277   5.7  671
 609      3430  14.3 729.9 35 277   5.7  671
 610      3434  14.3 729.5 35 277   5.7  671
 611      3438  14.2 729.2 34 277   5.6  671
 612      3442  14.2 728.9 34 277   5.6  672
 613      3445  14.2 728.6 34 277   5.6  672
 614      3449  14.1 728.2 35 277   5.6  673
 615      3453  14.1 727.9 35 276   5.6  674
 616      3456  14.1 727.6 35 276   5.6  674
 617      3460  14.0 727.3 36 276   5.6  675
 618      3464  14.0 727.0 36 276   5.6  676
 619      3468  13.9 726.6 36 276   5.5  676
 620      3471  13.9 726.3 37 275   5.5  677
 621      3475  13.9 726.0 37 275   5.5  678
 622      3478  13.8 725.7 37 275   5.5  679
 623      3481  13.8 725.5 38 275   5.5  679
 624      3485  13.7 725.2 38 274   5.5  680
 625      3488  13.7 724.9 38 274   5.5  680
 626      3492  13.7 724.6 38 274   5.5  681
 627      3495  13.6 724.3 39 274   5.5  682
 628      3498  13.6 724.1 39 273   5.5  682
 629      3501  13.6 723.8 39 273   5.5  682
 630      3504  13.6 723.5 39 273   5.5  683
 631      3508  13.5 723.2 39 272   5.5  684
 632      3511  13.5 722.9 39 272   5.5  684
 633      3515  13.5 722.5 39 272   5.5  685
 634      3519  13.4 722.2 39 271   5.4  685
 635      3523  13.4 721.9 40 271   5.4  686
 636      3527  13.4 721.5 40 270   5.4  686
 637      3531  13.3 721.2 39 270   5.4  687
 638      3535  13.3 720.9 39 269   5.3  687
 639      3538  13.2 720.6 39 269   5.3  687
 640      3542  13.2 720.2 39 268   5.3  688
 641      3546  13.1 719.9 40 268   5.2  689
 642      3550  13.1 719.6 40 267   5.2  689
 643      3554  13.1 719.2 40 267   5.2  690
 644      3558  13.0 718.9 40 266   5.1  691
 645      3562  13.0 718.5 40 266   5.1  691
 646      3567  13.0 718.2 40 265   5.0  692
 647      3571  12.9 717.8 41 265   5.0  692
 648      3575  12.9 717.4 41 264   4.9  693
 649      3579  12.8 717.1 41 264   4.9  694
 650      3583  12.8 716.7 41 264   4.8  694
 651      3587  12.8 716.4 41 263   4.8  695
 652      3592  12.7 716.0 41 263   4.8  696
 653      3597  12.7 715.5 42 263   4.7  696
 654      3603  12.6 715.0 42 262   4.7  697
 655      3609  12.6 714.5 42 262   4.6  698
 656      3615  12.5 714.0 42 262   4.6  699
 657      3619  12.5 713.7 42 262   4.6  699
 658      3623  12.4 713.3 42 262   4.6  700
 659      3627  12.4 713.0 42 262   4.5  700
 660      3630  12.3 712.7 42 262   4.5  701
 661      3633  12.3 712.5 42 262   4.5  701
 662      3637  12.3 712.2 42 262   4.5  702
 663      3641  12.2 711.8 42 262   4.5  702
 664      3644  12.2 711.5 43 262   4.5  703
 665      3648  12.2 711.2 43 262   4.5  703
 666      3652  12.1 710.9 43 262   4.5  704
 667      3655  12.1 710.6 43 262   4.5  704
 668      3659  12.1 710.3 43 262   4.5  705
 669      3663  12.0 710.0 43 262   4.5  705
 670      3666  12.0 709.7 43 262   4.5  706
 671      3670  12.0 709.4 43 262   4.5  706
 672      3673  11.9 709.1 43 262   4.5  707
 673      3676  11.9 708.8 43 262   4.5  707
 674      3680  11.9 708.5 43 262   4.5  708
 675      3683  11.8 708.2 43 262   4.5  708
 676      3687  11.8 707.9 43 262   4.5  709
 677      3691  11.8 707.6 44 262   4.5  709
 678      3694  11.7 707.3 44 262   4.5  710
 679      3698  11.7 707.0 44 262   4.5  710
 680      3701  11.7 706.7 44 262   4.5  711
 681      3705  11.6 706.4 44 262   4.5  711
 682      3708  11.6 706.1 44 262   4.5  712
 683      3711  11.6 705.9 44 262   4.5  712
 684      3715  11.5 705.6 44 262   4.5  713
 685      3718  11.5 705.3 44 262   4.5  713
 686      3721  11.5 705.0 44 262   4.5  713
 687      3724  11.4 704.8 44 262   4.5  714
 688      3727  11.4 704.5 44 262   4.5  714
 689      3730  11.4 704.3 44 262   4.5  715
 690      3734  11.3 704.0 44 262   4.5  715
 691      3737  11.3 703.7 44 262   4.5  716
 692      3740  11.3 703.4 44 262   4.5  716
 693      3743  11.2 703.2 44 262   4.5  716
 694      3747  11.2 702.9 44 262   4.5  717
 695      3750  11.2 702.6 45 262   4.5  717
 696      3754  11.2 702.3 44 262   4.5  718
 697      3757  11.1 702.0 44 262   4.5  718
 698      3761  11.1 701.7 44 262   4.5  718
 699      3764  11.0 701.4 43 262   4.5  718
 700      3767  11.0 701.1 43 262   4.5  719
 701      3771  11.0 700.8 43 262   4.6  719
 702      3775  10.9 700.5 43 262   4.6  720
 703      3778  10.9 700.2 43 262   4.6  720
 704      3782  10.9 699.9 43 262   4.6  720
 705      3786  10.9 699.6 43 262   4.6  721
 706      3789  10.8 699.3 43 262   4.7  721
 707      3793  10.8 699.0 42 262   4.7  721
 708      3797  10.8 698.7 42 262   4.7  722
 709      3800  10.7 698.4 42 262   4.7  722
 710      3804  10.7 698.1 43 262   4.8  723
 711      3808  10.7 697.7 43 262   4.8  723
 712      3812  10.6 697.4 42 262   4.8  724
 713      3815  10.6 697.1 42 262   4.8  724
 714      3819  10.6 696.8 42 262   4.9  725
 715      3823  10.5 696.5 43 262   4.9  725
 716      3827  10.5 696.2 43 262   4.9  726
 717      3830  10.5 695.9 43 262   4.9  726
 718      3833  10.4 695.6 42 262   4.9  727
 719      3837  10.4 695.3 42 262   5.0  727
 720      3841  10.4 695.0 42 262   5.0  727
 721      3844  10.3 694.7 42 261   5.0  728
 722      3848  10.3 694.4 42 261   5.1  728
 723      3851  10.3 694.1 42 261   5.1  729
 724      3855  10.2 693.8 42 261   5.1  729
 725      3859  10.2 693.5 42 261   5.1  730
 726      3863  10.2 693.1 42 261   5.2  730
 727      3867  10.1 692.8 43 260   5.2  731
 728      3870  10.1 692.5 43 260   5.2  732
 729      3874  10.1 692.2 44 260   5.3  733
 730      3878  10.0 691.9 44 260   5.3  733
 731      3883  10.0 691.5 45 260   5.4  734
 732      3887   9.9 691.1 45 260   5.4  735
 733      3891   9.9 690.8 45 260   5.4  736
 734      3895   9.9 690.4 46 260   5.5  736
 735      3899   9.8 690.1 46 260   5.5  737
 736      3903   9.8 689.8 46 260   5.6  737
 737      3907   9.8 689.5 46 260   5.6  738
 738      3911   9.7 689.2 46 260   5.7  738
 739      3914   9.7 688.9 46 260   5.7  739
 740      3918   9.7 688.5 46 260   5.8  740
 741      3922   9.6 688.2 46 260   5.8  740
 742      3926   9.6 687.9 47 260   5.8  741
 743      3929   9.6 687.6 47 261   5.9  741
 744      3933   9.5 687.3 47 261   5.9  742
 745      3937   9.5 687.0 47 261   6.0  742
 746      3941   9.5 686.7 47 261   6.0  743
 747      3946   9.4 686.3 47 262   6.1  743
 748      3950   9.4 685.9 46 262   6.1  744
 749      3955   9.3 685.5 46 262   6.2  744
 750      3959   9.3 685.2 46 263   6.2  745
 751      3962   9.3 684.9 46 263   6.3  745
 752      3965   9.2 684.6 47 263   6.3  746
 753      3969   9.2 684.4 47 263   6.4  746
 754      3972   9.2 684.1 46 264   6.4  746
 755      3976   9.2 683.8 46 264   6.4  747
 756      3979   9.1 683.5 46 264   6.5  747
 757      3983   9.1 683.2 45 265   6.5  747
 758      3986   9.1 682.9 45 265   6.5  748
 759      3990   9.1 682.7 46 265   6.6  748
 760      3993   9.0 682.4 46 265   6.6  749
 761      3996   9.0 682.1 46 265   6.7  749
 762      4000   9.0 681.8 46 266   6.7  750
 763      4003   8.9 681.5 46 266   6.7  750
 764      4007   8.9 681.2 46 266   6.8  751
 765      4010   8.9 680.9 46 266   6.8  751
 766      4014   8.8 680.7 46 266   6.8  752
 767      4017   8.8 680.4 46 267   6.9  752
 768      4020   8.8 680.1 46 267   6.9  752
 769      4024   8.7 679.8 46 267   6.9  753
 770      4028   8.7 679.5 46 267   7.0  753
 771      4032   8.7 679.2 46 267   7.0  754
 772      4035   8.6 678.9 46 267   7.0  754
 773      4038   8.6 678.7 46 267   7.1  755
 774      4041   8.6 678.4 46 268   7.1  755
 775      4045   8.6 678.1 46 268   7.1  756
 776      4049   8.5 677.7 46 268   7.2  756
 777      4053   8.5 677.4 46 268   7.2  757
 778      4057   8.5 677.1 47 268   7.2  757
 779      4061   8.4 676.8 47 268   7.3  758
 780      4065   8.4 676.5 47 268   7.3  758
 781      4068   8.3 676.2 47 268   7.3  759
 782      4072   8.3 675.9 47 268   7.4  759
 783      4075   8.3 675.6 47 269   7.4  760
 784      4078   8.2 675.4 47 269   7.4  760
 785      4082   8.2 675.1 47 269   7.5  761
 786      4085   8.2 674.8 47 269   7.5  761
 787      4089   8.1 674.5 47 269   7.5  762
 788      4093   8.1 674.2 47 269   7.6  762
 789      4097   8.1 673.9 47 269   7.6  762
 790      4100   8.1 673.6 46 269   7.6  763
 791      4104   8.1 673.3 46 269   7.7  763
 792      4107   8.0 673.0 46 269   7.7  764
 793      4111   8.0 672.7 46 269   7.7  764
 794      4114   8.0 672.4 46 269   7.7  764
 795      4118   7.9 672.1 46 269   7.8  765
 796      4121   7.9 671.9 46 269   7.8  765
 797      4124   7.9 671.6 46 269   7.8  766
 798      4128   7.9 671.3 46 269   7.8  766
 799      4131   7.8 671.1 46 269   7.8  767
 800      4135   7.8 670.8 46 269   7.8  767
 801      4138   7.8 670.5 46 269   7.9  768
 802      4142   7.7 670.2 46 269   7.9  768
 803      4146   7.7 669.9 46 269   7.9  769
 804      4149   7.7 669.6 46 269   7.9  769
 805      4153   7.6 669.3 46 269   7.9  769
 806      4156   7.6 669.0 46 269   7.9  770
 807      4160   7.6 668.7 46 269   7.9  770
 808      4164   7.5 668.4 46 269   7.9  771
 809      4168   7.5 668.1 45 269   7.9  771
 810      4171   7.5 667.8 45 269   7.9  771
 811      4175   7.4 667.5 45 269   7.9  772
 812      4178   7.4 667.2 45 269   7.9  772
 813      4182   7.4 667.0 46 269   7.9  773
 814      4185   7.3 666.7 46 269   7.9  773
 815      4188   7.3 666.4 46 268   7.8  774
 816      4192   7.3 666.2 46 268   7.8  774
 817      4195   7.3 665.9 46 268   7.8  775
 818      4199   7.2 665.6 46 268   7.8  775
 819      4203   7.2 665.3 46 268   7.7  776
 820      4206   7.2 665.0 46 268   7.7  776
 821      4209   7.1 664.7 46 268   7.7  777
 822      4213   7.1 664.5 46 268   7.6  777
 823      4216   7.1 664.2 45 268   7.6  777
 824      4219   7.0 663.9 45 268   7.5  777
 825      4223   7.0 663.6 45 268   7.4  778
 826      4226   7.0 663.4 45 268   7.4  778
 827      4230   6.9 663.1 45 267   7.3  779
 828      4233   6.9 662.8 44 267   7.2  779
 829      4237   6.9 662.5 44 267   7.1  779
 830      4241   6.9 662.2 44 267   7.0  780
 831      4244   6.8 661.9 44 267   6.9  780
 832      4248   6.8 661.6 44 267   6.8  781
 833      4252   6.8 661.3 44 267   6.7  781
 834      4255   6.7 661.0 45 267   6.6  782
 835      4259   6.7 660.7 46 267   6.5  783
 836      4263   6.7 660.4 46 267   6.4  784
 837      4268   6.7 660.0 47 267   6.3  785
 838      4273   6.7 659.6 47 267   6.2  785
 839      4279   6.7 659.1 47 267   6.1  786
 840      4285   6.7 658.6 47 267   6.0  787
 841      4291   6.7 658.1 47 267   5.9  788
 842      4296   6.7 657.7 46 266   5.7  788
 843      4302   6.7 657.3 46 266   5.6  789
 844      4306   6.8 656.9 45 266   5.5  789
 845      4311   6.8 656.6 45 266   5.4  790
 846      4315   6.8 656.2 45 266   5.3  790
 847      4319   6.8 655.9 44 266   5.2  790
 848      4322   6.9 655.6 44 266   5.1  791
 849      4326   6.8 655.3 43 266   5.1  791
 850      4329   6.8 655.1 43 266   5.0  791
 851      4332   6.8 654.8 43 266   4.9  792
 852      4336   6.8 654.6 43 266   4.8  792
 853      4339   6.8 654.3 43 265   4.7  793
 854      4343   6.7 654.0 43 265   4.7  793
 855      4347   6.7 653.7 43 265   4.6  793
 856      4350   6.7 653.4 43 265   4.5  794
 857      4354   6.7 653.1 43 265   4.4  794
 858      4358   6.7 652.8 42 264   4.4  795
 859      4362   6.7 652.5 42 264   4.3  795
 860      4365   6.6 652.3 42 264   4.3  795
 861      4368   6.6 652.0 42 263   4.2  796
 862      4371   6.6 651.7 42 263   4.1  796
 863      4375   6.5 651.5 42 262   4.1  797
 864      4378   6.5 651.2 42 262   4.0  797
 865      4381   6.5 651.0 42 261   3.9  798
 866      4384   6.5 650.7 42 260   3.9  798
 867      4387   6.5 650.5 42 259   3.8  798
 868      4391   6.5 650.2 41 259   3.7  798
 869      4394   6.5 649.9 41 258   3.6  799
 870      4397   6.5 649.7 40 257   3.6  799
 871      4400   6.5 649.5 40 256   3.5  799
 872      4403   6.5 649.2 40 255   3.4  799
 873      4406   6.5 649.0 40 253   3.4  800
 874      4409   6.4 648.7 39 252   3.3  800
 875      4413   6.4 648.5 39 251   3.3  800
 876      4416   6.4 648.2 39 250   3.2  801
 877      4419   6.4 647.9 38 248   3.1  801
 878      4423   6.4 647.7 38 247   3.1  801
 879      4426   6.4 647.4 38 245   3.1  801
 880      4429   6.4 647.2 37 244   3.0  802
 881      4432   6.4 646.9 37 243   3.0  802
 882      4435   6.4 646.7 37 241   2.9  802
 883      4438   6.4 646.5 36 240   2.9  802
 884      4441   6.4 646.2 36 238   2.9  803
 885      4444   6.4 646.0 36 237   2.9  803
 886      4447   6.4 645.7 35 235   2.9  803
 887      4450   6.4 645.5 35 234   2.8  804
 888      4453   6.4 645.2 35 233   2.8  804
 889      4456   6.4 645.0 35 232   2.8  804
 890      4459   6.3 644.8 35 231   2.8  805
 891      4462   6.3 644.5 35 230   2.8  805
 892      4465   6.3 644.3 35 229   2.9  806
 893      4469   6.3 644.1 35 229   2.9  806
 894      4472   6.3 643.8 35 228   2.9  806
 895      4475   6.2 643.5 35 227   2.9  807
 896      4478   6.2 643.3 35 227   2.9  807
 897      4481   6.2 643.0 35 226   2.9  808
 898      4485   6.2 642.8 35 226   2.9  808
 899      4487   6.1 642.6 35 225   3.0  809
 900      4490   6.1 642.4 35 225   3.0  809
 901      4493   6.1 642.2 35 225   3.0  809
 902      4495   6.1 642.0 35 224   3.0  810
 903      4498   6.0 641.7 35 224   3.0  810
 904      4501   6.0 641.5 35 224   3.1  811
 905      4505   6.0 641.2 36 223   3.1  811
 906      4508   6.0 641.0 36 223   3.1  811
 907      4510   5.9 640.8 36 223   3.1  812
 908      4513   5.9 640.5 36 223   3.1  812
 909      4517   5.9 640.3 36 223   3.2  813
 910      4520   5.9 640.0 36 222   3.2  813
 911      4524   5.8 639.7 36 222   3.2  814
 912      4527   5.8 639.5 36 222   3.2  814
 913      4530   5.8 639.3 36 222   3.2  815
 914      4532   5.7 639.1 36 222   3.2  815
 915      4535   5.7 638.8 36 221   3.2  815
 916      4538   5.7 638.6 36 221   3.3  816
 917      4541   5.7 638.3 36 221   3.3  816
 918      4545   5.6 638.1 35 221   3.3  816
 919      4548   5.6 637.8 35 220   3.3  817
 920      4551   5.6 637.6 35 220   3.3  817
 921      4554   5.5 637.3 35 220   3.3  818
 922      4558   5.5 637.1 36 220   3.3  818
 923      4561   5.5 636.8 36 219   3.3  819
 924      4564   5.4 636.6 36 219   3.3  819
 925      4568   5.4 636.3 36 219   3.3  820
 926      4571   5.4 636.1 35 219   3.3  820
 927      4574   5.4 635.8 35 219   3.3  820
 928      4577   5.4 635.6 34 218   3.3  820
 929      4581   5.3 635.3 34 218   3.3  820
 930      4584   5.3 635.0 33 218   3.3  821
 931      4587   5.3 634.8 33 218   3.3  821
 932      4591   5.3 634.5 33 218   3.3  821
 933      4594   5.2 634.3 33 218   3.3  822
 934      4597   5.2 634.0 33 217   3.3  822
 935      4600   5.2 633.8 33 217   3.3  823
 936      4603   5.1 633.5 33 217   3.2  823
 937      4606   5.1 633.3 33 217   3.2  823
 938      4609   5.1 633.1 32 217   3.2  824
 939      4612   5.1 632.9 32 216   3.2  824
 940      4615   5.0 632.7 32 216   3.2  824
 941      4617   5.0 632.4 32 216   3.2  825
 942      4620   5.0 632.2 32 216   3.2  825
 943      4624   5.0 632.0 33 215   3.2  826
 944      4627   4.9 631.7 33 215   3.2  826
 945      4630   4.9 631.5 33 215   3.2  827
 946      4633   4.9 631.2 33 214   3.2  827
 947      4636   4.9 631.0 32 214   3.2  827
 948      4639   4.9 630.8 32 213   3.2  828
 949      4642   4.8 630.5 32 213   3.2  828
 950      4645   4.8 630.3 32 212   3.2  828
 951      4648   4.8 630.1 31 211   3.2  828
 952      4651   4.8 629.8 31 210   3.2  829
 953      4655   4.8 629.6 30 210   3.3  829
 954      4658   4.8 629.3 30 209   3.3  829
 955      4661   4.8 629.1 30 208   3.3  829
 956      4664   4.8 628.8 30 207   3.3  830
 957      4667   4.7 628.6 30 206   3.3  830
 958      4670   4.7 628.4 30 205   3.3  831
 959      4673   4.7 628.1 30 204   3.3  831
 960      4677   4.7 627.8 30 203   3.3  832
 961      4680   4.6 627.6 30 202   3.3  832
 962      4684   4.6 627.3 30 201   3.3  833
 963      4687   4.6 627.1 30 200   3.3  833
 964      4690   4.5 626.8 30 199   3.3  834
 965      4694   4.5 626.5 30 198   3.3  834
 966      4697   4.5 626.3 30 197   3.4  834
 967      4700   4.5 626.1 30 196   3.4  835
 968      4703   4.5 625.8 29 196   3.4  835
 969      4706   4.4 625.6 29 195   3.4  835
 970      4710   4.4 625.3 29 194   3.4  836
 971      4713   4.4 625.0 29 193   3.4  836
 972      4717   4.4 624.8 29 192   3.4  837
 973      4720   4.3 624.5 29 191   3.4  837
 974      4723   4.3 624.3 29 191   3.4  838
 975      4726   4.3 624.1 29 190   3.4  838
 976      4729   4.3 623.8 29 189   3.4  839
 977      4733   4.2 623.5 30 189   3.4  839
 978      4737   4.2 623.2 30 188   3.4  840
 979      4740   4.1 623.0 30 188   3.4  840
 980      4743   4.1 622.7 30 187   3.4  841
 981      4747   4.1 622.5 30 187   3.4  841
 982      4750   4.1 622.2 30 187   3.4  842
 983      4754   4.0 621.9 30 186   3.5  842
 984      4757   4.0 621.7 30 186   3.5  843
 985      4761   3.9 621.4 30 186   3.5  843
 986      4764   3.9 621.1 30 186   3.5  844
 987      4768   3.9 620.9 30 185   3.5  844
 988      4771   3.8 620.6 31 185   3.5  845
 989      4774   3.8 620.4 31 185   3.5  845
 990      4776   3.8 620.2 31 185   3.5  845
 991      4780   3.8 620.0 31 185   3.5  846
 992      4783   3.7 619.7 31 185   3.5  846
 993      4787   3.7 619.4 31 185   3.5  847
 994      4790   3.7 619.2 31 185   3.5  847
 995      4793   3.6 618.9 31 185   3.5  848
 996      4797   3.6 618.6 31 185   3.5  848
